Policy,Score,URL
Access Control. Access to program source code shall be restricted.,0.09706390364199843,https://docs.aws.amazon.com/gamelift/latest/developerguide/security-iam.html
Access Control. Access to program source code shall be restricted.,0.09705226460452532,https://docs.aws.amazon.com/kms/latest/developerguide/iam-policies.html
Access Control. Access to program source code shall be restricted.,0.09702357356416165,https://docs.aws.amazon.com/ARG/latest/userguide/tagging.html
Access Control. Access to program source code shall be restricted.,0.09694523268792074,https://docs.aws.amazon.com/apigateway/latest/developerguide/permissions.html
Access Control. Access to program source code shall be restricted.,0.0965397737025852,https://docs.aws.amazon.com/opsworks/latest/userguide/security-iam-opscm.html
Access Control. Access to program source code shall be restricted.,0.096470317969169,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_roles_common-scenarios.html
Access Control. Access to program source code shall be restricted.,0.09631702972405032,https://docs.aws.amazon.com/health/latest/ug/controlling-access.html
Access Control. Access to program source code shall be restricted.,0.09628014526219009,https://docs.aws.amazon.com/codestar/latest/userguide/security-iam.html
Access Control. Access to program source code shall be restricted.,0.09625621039752545,https://docs.aws.amazon.com/sdk-for-ruby/v2/api/Aws/CloudFront/Types/S3OriginConfig.html
Access Control. Access to program source code shall be restricted.,0.09616006863176214,https://docs.aws.amazon.com/IAM/latest/UserGuide/access-analyzer-findings-remediate.html
Access Control. Access to program source code shall be restricted.,0.09596878412555046,https://docs.aws.amazon.com/workmail/latest/adminguide/security-iam.html
Access Control. Access to program source code shall be restricted.,0.09577013165675774,https://docs.aws.amazon.com/sagemaker/latest/dg/security-iam.html
Access Control. Access to program source code shall be restricted.,0.09575995290289249,https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/UsingWithRDS.IAM.html
Access Control. Access to program source code shall be restricted.,0.09572405903094797,https://docs.aws.amazon.com/detective/latest/adminguide/security-iam.html
Access Control. Access to program source code shall be restricted.,0.09557965199833282,https://docs.aws.amazon.com/sdk-for-ruby/v2/api/Aws/CodePipeline/Types/AWSSessionCredentials.html
Access Control. Access to program source code shall be restricted.,0.09526678931014831,https://docs.aws.amazon.com/kms/latest/developerguide/tag-authorization.html
Access Control. Access to program source code shall be restricted.,0.09489238583619354,https://docs.aws.amazon.com/sdk-for-ruby/v2/api/Aws/APIGateway/Types/AccessLogSettings.html
